11050,value11051,value11052,value11053,value11054,value11055,value11056,value11057,value11058,value11059
11060,value11061,value11062,value11063,value11064,value11065,value11066,value11067,value11068,value11069
11070,value11071,value11072,value11073,value11074,value11075,value11076,value11077,value11078,value11079
11080,value11081,value11082,value11083,value11084,value11085,value11086,value11087,value11088,value11089
11090,value11091,value11092,value11093,value11094,value11095,value11096,value11097,value11098,value11099
11100,value11101,value11102,value11103,value11104,value11105,value11106,value11107,value11108,value11109
11110,value11111,value11112,value11113,value11114,value11115,value11116,value11117,value11118,value11119
11120,value11121,value11122,value11123,value11124,value11125,value11126,value11127,value11128,value11129
11130,value11131,value11132,value11133,value11134,value11135,value11136,value11137,value11138,value11139
11140,value11141,value11142,value11143,value11144,value11145,value11146,value11147,value11148,value11149
11150,value11151,value11152,value11153,value11154,value11155,value11156,value11157,value11158,value11159
11160,value11161,value11162,value11163,value11164,value11165,value11166,value11167,value11168,value11169
11170,value11171,value11172,value11173,value11174,value11175,value11176,value11177,value11178,value11179
11180,value11181,value11182,value11183,value11184,value11185,value11186,value11187,value11188,value11189
11190,value11191,value11192,value11193,value11194,value11195,value11196,value11197,value11198,value11199
11200,value11201,value11202,value11203,value11204,value11205,value11206,value11207,value11208,value11209
11210,value11211,value11212,value11213,value11214,value11215,value11216,value11217,value11218,value11219
11220,value11221,value11222,value11223,value11224,value11225,value11226,value11227,value11228,value11229
11230,value11231,value11232,value11233,value11234,value11235,value11236,value11237,value11238,value11239
11240,value11241,value11242,value11243,value11244,value11245,value11246,value11247,value11248,value11249
11250,value11251,value11252,value11253,value11254,value11255,value11256,value11257,value11258,value11259
11260,value11261,value11262,value11263,value11264,value11265,value11266,value11267,value11268,value11269
11270,value11271,value11272,value11273,value11274,value11275,value11276,value11277,value11278,value11279
11280,value11281,value11282,value11283,value11284,value11285,value11286,value11287,value11288,value11289
11290,value11291,value11292,value11293,value11294,value11295,value11296,value11297,value11298,value11299
11300,value11301,value11302,value11303,value11304,value11305,value11306,value11307,value11308,value11309
11310,value11311,value11312,value11313,value11314,value11315,value11316,value11317,value11318,value11319
11320,value11321,value11322,value11323,value11324,value11325,value11326,value11327,value11328,value11329
11330,value11331,value11332,value11333,value11334,value11335,value11336,value11337,value11338,value11339
11340,value11341,value11342,value11343,value11344,value11345,value11346,value11347,value11348,value11349
11350,value11351,value11352,value11353,value11354,value11355,value11356,value11357,value11358,value11359
11360,value11361,value11362,value11363,value11364,value11365,value11366,value11367,value11368,value11369
11370,value11371,value11372,value11373,value11374,value11375,value11376,value11377,value11378,value11379
11380,value11381,value11382,value11383,value11384,value11385,value11386,value11387,value11388,value11389
11390,value11391,value11392,value11393,value11394,value11395,value11396,value11397,value11398,value11399
11400,value11401,value11402,value11403,value11404,value11405,value11406,value11407,value11408,value11409
11410,value11411,value11412,value11413,value11414,value11415,value11416,value11417,value11418,value11419
11420,value11421,value11422,value11423,value11424,value11425,value11426,value11427,value11428,value11429
11430,value11431,value11432,value11433,value11434,value11435,value11436,value11437,value11438,value11439
11440,value11441,value11442,value11443,value11444,value11445,value11446,value11447,value11448,value11449
11450,value11451,value11452,value11453,value11454,value11455,value11456,value11457,value11458,value11459
11460,value11461,value11462,value11463,value11464,value11465,value11466,value11467,value11468,value11469
11470,value11471,value11472,value11473,value11474,value11475,value11476,value11477,value11478,value11479
11480,value11481,value11482,value11483,value11484,value11485,value11486,value11487,value11488,value11489
11490,value11491,value11492,value11493,value11494,value11495,value11496,value11497,value11498,value11499
11500,value11501,value11502,value11503,value11504,value11505,value11506,value11507,value11508,value11509
11510,value11511,value11512,value11513,value11514,value11515,value11516,value11517,value11518,value11519
11520,value11521,value11522,value11523,value11524,value11525,value11526,value11527,value11528,value11529
11530,value11531,value11532,value11533,value11534,value11535,value11536,value11537,value11538,value11539
11540,value11541,value11542,value11543,value11544,value11545,value11546,value11547,value11548,value11549
11550,value11551,value11552,value11553,value11554,value11555,value11556,value11557,value11558,value11559
11560,value11561,value11562,value11563,value11564,value11565,value11566,value11567,value11568,value11569
11570,value11571,value11572,value11573,value11574,value11575,value11576,value11577,value11578,value11579
11580,value11581,value11582,value11583,value11584,value11585,value11586,value11587,value11588,value11589
11590,value11591,value11592,value11593,value11594,value11595,value11596,value11597,value11598,value11599
11600,value11601,value11602,value11603,value11604,value11605,value11606,value11607,value11608,value11609
11610,value11611,value11612,value11613,value11614,value11615,value11616,value11617,value11618,value11619
11620,value11621,value11622,value11623,value11624,value11625,value11626,value11627,value11628,value11629
11630,value11631,value11632,value11633,value11634,value11635,value11636,value11637,value11638,value11639
11640,value11641,value11642,value11643,value11644,value11645,value11646,value11647,value11648,value11649
11650,value11651,value11652,value11653,value11654,value11655,value11656,value11657,value11658,value11659
11660,value11661,value11662,value11663,value11664,value11665,value11666,value11667,value11668,value11669
11670,value11671,value11672,value11673,value11674,value11675,value11676,value11677,value11678,value11679
11680,value11681,value11682,value11683,value11684,value11685,value11686,value11687,value11688,value11689
11690,value11691,value11692,value11693,value11694,value11695,value11696,value11697,value11698,value11699
11700,value11701,value11702,value11703,value11704,value11705,value11706,value11707,value11708,value11709
11710,value11711,value11712,value11713,value11714,value11715,value11716,value11717,value11718,value11719
11720,value11721,value11722,value11723,value11724,value11725,value11726,value11727,value11728,value11729
11730,value11731,value11732,value11733,value11734,value11735,value11736,value11737,value11738,value11739
11740,value11741,value11742,value11743,value11744,value11745,value11746,value11747,value11748,value11749
11750,value11751,value11752,value11753,value11754,value11755,value11756,value11757,value11758,value11759
11760,value11761,value11762,value11763,value11764,value11765,value11766,value11767,value11768,value11769
11770,value11771,value11772,value11773,value11774,value11775,value11776,value11777,value11778,value11779
11780,value11781,value11782,value11783,value11784,value11785,value11786,value11787,value11788,value11789
11790,value11791,value11792,value11793,value11794,value11795,value11796,value11797,value11798,value11799
11800,value11801,value11802,value11803,value11804,value11805,value11806,value11807,value11808,value11809
11810,value11811,value11812,value11813,value11814,value11815,value11816,value11817,value11818,value11819
11820,value11821,value11822,value11823,value11824,value11825,value11826,value11827,value11828,value11829
11830,value11831,value11832,value11833,value11834,value11835,value11836,value11837,value11838,value11839
11840,value11841,value11842,value11843,value11844,value11845,value11846,value11847,value11848,value11849
11850,value11851,value11852,value11853,value11854,value11855,value11856,value11857,value11858,value11859
11860,value11861,value11862,value11863,value11864,value11865,value11866,value11867,value11868,value11869
11870,value11871,value11872,value11873,value11874,value11875,value11876,value11877,value11878,value11879
11880,value11881,value11882,value11883,value11884,value11885,value11886,value11887,value11888,value11889
11890,value11891,value11892,value11893,value11894,value11895,value11896,value11897,value11898,value11899
11900,value11901,value11902,value11903,value11904,value11905,value11906,value11907,value11908,value11909
11910,value11911,value11912,value11913,value11914,value11915,value11916,value11917,value11918,value11919
11920,value11921,value11922,value11923,value11924,value11925,value11926,value11927,value11928,value11929
11930,value11931,value11932,value11933,value11934,value11935,value11936,value11937,value11938,value11939
11940,value11941,value11942,value11943,value11944,value11945,value11946,value11947,value11948,value11949
11950,value11951,value11952,value11953,value11954,value11955,value11956,value11957,value11958,value11959
11960,value11961,value11962,value11963,value11964,value11965,value11966,value11967,value11968,value11969
11970,value11971,value11972,value11973,value11974,value11975,value11976,value11977,value11978,value11979
11980,value11981,value11982,value11983,value11984,value11985,value11986,value11987,value11988,value11989
11990,value11991,value11992,value11993,value11994,value11995,value11996,value11997,value11998,value11999
12000,value12001,value12002,value12003,value12004,value12005,value12006,value12007,value12008,value12009
12010,value12011,value12012,value12013,value12014,value12015,value12016,value12017,value12018,value12019
12020,value12021,value12022,value12023,value12024,value12025,value12026,value12027,value12028,value12029
12030,value12031,value12032,value12033,value12034,value12035,value12036,value12037,value12038,value12039
12040,value12041,value12042,value12043,value12044,value12045,value12046,value12047,value12048,value12049
12050,value12051,value12052,value12053,value12054,value12055,value12056,value12057,value12058,value12059
12060,value12061,value12062,value12063,value12064,value12065,value12066,value12067,value12068,value12069
12070,value12071,value12072,value12073,value12074,value12075,value12076,value12077,value12078,value12079
12080,value12081,value12082,value12083,value12084,value12085,value12086,value12087,value12088,value12089
12090,value12091,value12092,value12093,value12094,value12095,value12096,value12097,value12098,value12099
12100,value12101,value12102,value12103,value12104,value12105,value12106,value12107,value12108,value12109
12110,value12111,value12112,value12113,value12114,value12115,value12116,value12117,value12118,value12119
12120,value12121,value12122,value12123,value12124,value12125,value12126,value12127,value12128,value12129
12130,value12131,value12132,value12133,value12134,value12135,value12136,value12137,value12138,value12139
12140,value12141,value12142,value12143,value12144,value12145,value12146,value12147,value12148,value12149
12150,value12151,value12152,value12153,value12154,value12155,value12156,value12157,value12158,value12159
12160,value12161,value12162,value12163,value12164,value12165,value12166,value12167,value12168,value12169
12170,value12171,value12172,value12173,value12174,value12175,value12176,value12177,value12178,value12179
12180,value12181,value12182,value12183,value12184,value12185,value12186,value12187,value12188,value12189
12190,value12191,value12192,value12193,value12194,value12195,value12196,value12197,value12198,value12199
12200,value12201,value12202,value12203,value12204,value12205,value12206,value12207,value12208,value12209
12210,value12211,value12212,value12213,value12214,value12215,value12216,value12217,value12218,value12219
12220,value12221,value12222,value12223,value12224,value12225,value12226,value12227,value12228,value12229
12230,value12231,value12232,value12233,value12234,value12235,value12236,value12237,value12238,value12239
12240,value12241,value12242,value12243,value12244,value12245,value12246,value12247,value12248,value12249
12250,value12251,value12252,value12253,value12254,value12255,value12256,value12257,value12258,value12259
12260,value12261,value12262,value12263,value12264,value12265,value12266,value12267,value12268,value12269
12270,value12271,value12272,value12273,value12274,value12275,value12276,value12277,value12278,value12279
12280,value12281,value12282,value12283,value12284,value12285,value12286,value12287,value12288,value12289
12290,value12291,value12292,value12293,value12294,value12295,value12296,value12297,value12298,value12299
12300,value12301,value12302,value12303,value12304,value12305,value12306,value12307,value12308,value12309
12310,value12311,value12312,value12313,value12314,value12315,value12316,value12317,value12318,value12319
12320,value12321,value12322,value12323,value12324,value12325,value12326,value12327,value12328,value12329
12330,value12331,value12332,value12333,value12334,value12335,value12336,value12337,value12338,value12339
12340,value12341,value12342,value12343,value12344,value12345,value12346,value12347,value12348,value12349
12350,value12351,value12352,value12353,value12354,value12355,value12356,value12357,value12358,value12359
12360,value12361,value12362,value12363,value12364,value12365,value12366,value12367,value12368,value12369
12370,value12371,value12372,value12373,value12374,value12375,value12376,value12377,value12378,value12379
12380,value12381,value12382,value12383,value12384,value12385,value12386,value12387,value12388,value12389
12390,value12391,value12392,value12393,value12394,value12395,value12396,value12397,value12398,value12399
12400,value12401,value12402,value12403,value12404,value12405,value12406,value12407,value12408,value12409
12410,value12411,value12412,value12413,value12414,value12415,value12416,value12417,value12418,value12419
12420,value12421,value12422,value12423,value12424,value12425,value12426,value12427,value12428,value12429
12430,value12431,value12432,value12433,value12434,value12435,value12436,value12437,value12438,value12439
12440,value12441,value12442,value12443,value12444,value12445,value12446,value12447,value12448,value12449
12450,value12451,value12452,value12453,value12454,value12455,value12456,value12457,value12458,value12459
12460,value12461,value12462,value12463,value12464,value12465,value12466,value12467,value12468,value12469
12470,value12471,value12472,value12473,value12474,value12475,value12476,value12477,value12478,value12479
12480,value12481,value12482,value12483,value12484,value12485,value12486,value12487,value12488,value12489
12490,value12491,value12492,value12493,value12494,value12495,value12496,value12497,value12498,value12499
12500,value12501,value12502,value12503,value12504,value12505,value12506,value12507,value12508,value12509
12510,value12511,value12512,value12513,value12514,value12515,value12516,value12517,value12518,value12519
12520,value12521,value12522,value12523,value12524,value12525,value12526,value12527,value12528,value12529
12530,value12531,value12532,value12533,value12534,value12535,value12536,value12537,value12538,value12539
12540,value12541,value12542,value12543,value12544,value12545,value12546,value12547,value12548,value12549
12550,value12551,value12552,value12553,value12554,value12555,value12556,value12557,value12558,value12559
12560,value12561,value12562,value12563,value12564,value12565,value12566,value12567,value12568,value12569
12570,value12571,value12572,value12573,value12574,value12575,value12576,value12577,value12578,value12579
12580,value12581,value12582,value12583,value12584,value12585,value12586,value12587,value12588,value12589
12590,value12591,value12592,value12593,value12594,value12595,value12596,value12597,value12598,value12599
12600,value12601,value12602,value12603,value12604,value12605,value12606,value12607,value12608,value12609
12610,value12611,value12612,value12613,value12614,value12615,value12616,value12617,value12618,value12619
12620,value12621,value12622,value12623,value12624,value12625,value12626,value12627,value12628,value12629
12630,value12631,value12632,value12633,value12634,value12635,value12636,value12637,value12638,value12639
12640,value12641,value12642,value12643,value12644,value12645,value12646,value12647,value12648,value12649
12650,value12651,value12652,value12653,value12654,value12655,value12656,value12657,value12658,value12659
12660,value12661,value12662,value12663,value12664,value12665,value12666,value12667,value12668,value12669
12670,value12671,value12672,value12673,value12674,value12675,value12676,value12677,value12678,value12679
12680,value12681,value12682,value12683,value12684,value12685,value12686,value12687,value12688,value12689
12690,value12691,value12692,value12693,value12694,value12695,value12696,value12697,value12698,value12699
12700,value12701,value12702,value12703,value12704,value12705,value12706,value12707,value12708,value12709
12710,value12711,value12712,value12713,value12714,value12715,value12716,value12717,value12718,value12719
12720,value12721,value12722,value12723,value12724,value12725,value12726,value12727,value12728,value12729
12730,value12731,value12732,value12733,value12734,value12735,value12736,value12737,value12738,value12739
12740,value12741,value12742,value12743,value12744,value12745,value12746,value12747,value12748,value12749
12750,value12751,value12752,value12753,value12754,value12755,value12756,value12757,value12758,value12759
12760,value12761,value12762,value12763,value12764,value12765,value12766,value12767,value12768,value12769
12770,value12771,value12772,value12773,value12774,value12775,value12776,value12777,value12778,value12779
12780,value12781,value12782,value12783,value12784,value12785,value12786,value12787,value12788,value12789
12790,value12791,value12792,value12793,value12794,value12795,value12796,value12797,value12798,value12799
12800,value12801,value12802,value12803,value12804,value12805,value12806,value12807,value12808,value12809
12810,value12811,value12812,value12813,value12814,value12815,value12816,value12817,value12818,value12819
12820,value12821,value12822,value12823,value12824,value12825,value12826,value12827,value12828,value12829
12830,value12831,value12832,value12833,value12834,value12835,value12836,value12837,value12838,value12839
12840,value12841,value12842,value12843,value12844,value12845,value12846,value12847,value12848,value12849
12850,value12851,value12852,value12853,value12854,value12855,value12856,value12857,value12858,value12859
12860,value12861,value12862,value12863,value12864,value12865,value12866,value12867,value12868,value12869
12870,value12871,value12872,value12873,value12874,value12875,value12876,value12877,value12878,value12879
12880,value12881,value12882,value12883,value12884,value12885,value12886,value12887,value12888,value12889
12890,value12891,value12892,value12893,value12894,value12895,value12896,value12897,value12898,value12899
12900,value12901,value12902,value12903,value12904,value12905,value12906,value12907,value12908,value12909
12910,value12911,value12912,value12913,value12914,value12915,value12916,value12917,value12918,value12919
12920,value12921,value12922,value12923,value12924,value12925,value12926,value12927,value12928,value12929
12930,value12931,value12932,value12933,value12934,value12935,value12936,value12937,value12938,value12939
12940,value12941,value12942,value12943,value12944,value12945,value12946,value12947,value12948,value12949
12950,value12951,value12952,value12953,value12954,value12955,value12956,value12957,value12958,value12959
12960,value12961,value12962,value12963,value12964,value12965,value12966,value12967,value12968,value12969
12970,value12971,value12972,value12973,value12974,value12975,value12976,value12977,value12978,value12979
12980,value12981,value12982,value12983,value12984,value12985,value12986,value12987,value12988,value12989
12990,value12991,value12992,value12993,value12994,value12995,value12996,value12997,value12998,value12999
13000,value13001,value13002,value13003,value13004,value13005,value13006,value13007,value13008,value13009
13010,value13011,value13012,value13013,value13014,value13015,value13016,value13017,value13018,value13019
13020,value13021,value13022,value13023,value13024,value13025,value13026,value13027,value13028,value13029
13030,value13031,value13032,value13033,value13034,value13035,value13036,value13037,value13038,value13039
13040,value13041,value13042,value13043,value13044,value13045,value13046,value13047,value13048,value13049
13050,value13051,value13052,value13053,value13054,value13055,value13056,value13057,value13058,value13059
13060,value13061,value13062,value13063,value13064,value13065,value13066,value13067,value13068,value13069
13070,value13071,value13072,value13073,value13074,value13075,value13076,value13077,value13078,value13079
13080,value13081,value13082,value13083,value13084,value13085,value13086,value13087,value13088,value13089
13090,value13091,value13092,value13093,value13094,value13095,value13096,value13097,value13098,value13099
13100,value13101,value13102,value13103,value13104,value13105,value13106,value13107,value13108,value13109
13110,value13111,value13112,value13113,value13114,value13115,value13116,value13117,value13118,value13119
13120,value13121,value13122,value13123,value13124,value13125,value13126,value13127,value13128,value13129
13130,value13131,value13132,value13133,value13134,value13135,value13136,value13137,value13138,value13139
13140,value13141,value13142,value13143,value13144,value13145,value13146,value13147,value13148,value13149
13150,value13151,value13152,value13153,value13154,value13155,value13156,value13157,value13158,value13159
13160,value13161,value13162,value13163,value13164,value13165,value13166,value13167,value13168,value13169
13170,value13171,value13172,value13173,value13174,value13175,value13176,value13177,value13178,value13179
13180,value13181,value13182,value13183,value13184,value13185,value13186,value13187,value13188,value13189
13190,value13191,value13192,value13193,value13194,value13195,value13196,value13197,value13198,value13199
13200,value13201,value13202,value13203,value13204,value13205,value13206,value13207,value13208,value13209
13210,value13211,value13212,value13213,value13214,value13215,value13216,value13217,value13218,value13219
13220,value13221,value13222,value13223,value13224,value13225,value13226,value13227,value13228,value13229
13230,value13231,value13232,value13233,value13234,value13235,value13236,value13237,value13238,value13239
13240,value13241,value13242,value13243,value13244,value13245,value13246,value13247,value13248,value13249
13250,value13251,value13252,value13253,value13254,value13255,value13256,value13257,value13258,value13259
13260,value13261,value13262,value13263,value13264,value13265,value13266,value13267,value13268,value13269
13270,value13271,value13272,value13273,value13274,value13275,value13276,value13277,value13278,value13279
13280,value13281,value13282,value13283,value13284,value13285,value13286,value13287,value13288,value13289
13290,value13291,value13292,value13293,value13294,value13295,value13296,value13297,value13298,value13299
13300,value13301,value13302,value13303,value13304,value13305,value13306,value13307,value13308,value13309
13310,value13311,value13312,value13313,value13314,value13315,value13316,value13317,value13318,value13319
13320,value13321,value13322,value13323,value13324,value13325,value13326,value13327,value13328,value13329
13330,value13331,value13332,value13333,value13334,value13335,value13336,value13337,value13338,value13339
13340,value13341,value13342,value13343,value13344,value13345,value13346,value13347,value13348,value13349
13350,value13351,value13352,value13353,value13354,value13355,value13356,value13357,value13358,value13359
13360,value13361,value13362,value13363,value13364,value13365,value13366,value13367,value13368,value13369
13370,value13371,value13372,value13373,value13374,value13375,value13376,value13377,value13378,value13379
13380,value13381,value13382,value13383,value13384,value13385,value13386,value13387,value13388,value13389
13390,value13391,value13392,value13393,value13394,value13395,value13396,value13397,value13398,value13399
13400,value13401,value13402,value13403,value13404,value13405,value13406,value13407,value13408,value13409
13410,value13411,value13412,value13413,value13414,value13415,value13416,value13417,value13418,value13419
13420,value13421,value13422,value13423,value13424,value13425,value13426,value13427,value13428,value13429
13430,value13431,value13432,value13433,value13434,value13435,value13436,value13437,value13438,value13439
13440,value13441,value13442,value13443,value13444,value13445,value13446,value13447,value13448,value13449
13450,value13451,value13452,value13453,value13454,value13455,value13456,value13457,value13458,value13459
13460,value13461,value13462,value13463,value13464,value13465,value13466,value13467,value13468,value13469
13470,value13471,value13472,value13473,value13474,value13475,value13476,value13477,value13478,value13479
13480,value13481,value13482,value13483,value13484,value13485,value13486,value13487,value13488,value13489
13490,value13491,value13492,value13493,value13494,value13495,value13496,value13497,value13498,value13499
13500,value13501,value13502,value13503,value13504,value13505,value13506,value13507,value13508,value13509
13510,value13511,value13512,value13513,value13514,value13515,value13516,value13517,value13518,value13519
13520,value13521,value13522,value13523,value13524,value13525,value13526,value13527,value13528,value13529
13530,value13531,value13532,value13533,value13534,value13535,value13536,value13537,value13538,value13539
13540,value13541,value13542,value13543,value13544,value13545,value13546,value13547,value13548,value13549
13550,value13551,value13552,value13553,value13554,value13555,value13556,value13557,value13558,value13559
13560,value13561,value13562,value13563,value13564,value13565,value13566,value13567,value13568,value13569
